version,filename,header,obj,endobj,stream,endstream,xref,trailer,startxref,/Page,/Encrypt,/ObjStm,/JS,/JavaScript,/AA,/OpenAction,/AcroForm,/JBIG2Decode,/RichMedia,/Launch,/EmbeddedFile,/XFA,/Colors > 2^24,/JavaScript_hexcode_count,/RichMedia_hexcode_count,/EmbeddedFile_hexcode_count,/ObjStm_hexcode_count,/Encrypt_hexcode_count,/OpenAction_hexcode_count,/Page_hexcode_count,/JS_hexcode_count,/AcroForm_hexcode_count,/XFA_hexcode_count,/Launch_hexcode_count,/JBIG2Decode_hexcode_count,/AA_hexcode_count,Malware
0.2.7,../../dataset/AllPDF/zx_benign_pdf/md5_52dc72bb3ed259d86168b7a7eb82a2d5_165104,%PDF-1.4,32,31,11,10,1,1,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,,,,,,,,,,,,,,0
0.2.7,../../dataset/AllPDF/zx_benign_pdf/md5_54d3473e28254ec7785ca9ff03540af0_214071,%PDF-1.3,11,11,2,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,0
0.2.7,../../dataset/AllPDF/zx_benign_pdf/md5_058a458dea0c0a567a29a02e58a36765_273684,%PDF-1.4,23,23,8,8,1,1,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,0
0.2.7,../../dataset/AllPDF/zx_benign_pdf/md5_58f57e947e9dac563902c7b30b14868d_346755,%PDF-1.7,36,36,9,9,1,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,0
0.2.7,../../dataset/AllPDF/zx_benign_pdf/md5_60a9ebb382de13c88dae4d6ec6aacc7b_607198,%PDF-1.7,680,680,19,19,1,1,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,0
0.2.7,../../dataset/AllPDF/zx_benign_pdf/md5_62c4941db5952e288716909fc5809ee0_32040,%PDF-1.4,12,12,2,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,0
0.2.7,../../dataset/AllPDF/zx_benign_pdf/md5_63f2968b932f3960927e6fec07736f3f_272176,%PDF-1.4,152,152,69,69,1,1,1,4,0,0,0,0,0,1,0,0,0,0,0,0,0,,,,,,,,,,,,,,0
0.2.7,../../dataset/AllPDF/zx_benign_pdf/md5_69be1b3f299bfaaffdff661cbb2a07a7_106305,%PDF-1.4,63,63,21,21,2,2,2,6,0,0,0,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,0
0.2.7,../../dataset/AllPDF/zx_benign_pdf/md5_070c7e23c9b972d5cadeb1104f179ab8_1714943,%PDF-1.5,202,202,111,111,2,2,2,28,0,3,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,0
0.2.7,../../dataset/AllPDF/zx_benign_pdf/md5_71e48621d6699c3dc4477e1c69893724_22413,%PDF-1.4,8,8,2,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,0
0.2.7,../../dataset/AllPDF/zx_benign_pdf/md5_75a48581bda11da7d6372589ae209c23_111091,%PDF-1.4,24,24,7,7,1,1,1,3,0,0,0,0,0,1,0,0,0,0,0,0,0,,,,,,,,,,,,,,0
0.2.7,../../dataset/AllPDF/zx_benign_pdf/md5_75ee7193f3c7e5de9e2041071c0c9171_23941,%PDF-1.7,13,13,4,4,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,,,,,,,,,,,,,,0
0.2.7,../../dataset/AllPDF/zx_benign_pdf/md5_77cbdf55a3599f9aa58ec18427e61564_467985,%PDF-1.4,23,23,11,11,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,0
0.2.7,../../dataset/AllPDF/zx_benign_pdf/md5_00080be603c5c2385670d83a8c25a0f5_891051,%PDF-1.3,40,40,25,25,1,1,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,0
0.2.7,../../dataset/AllPDF/zx_benign_pdf/md5_81e74b7a97623dd588e3f87b9f9eba6e_374736,%PDF-1.4,36,36,10,10,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,0
0.2.7,../../dataset/AllPDF/zx_benign_pdf/md5_83ce349f37c965d917163941cb8618f0_98001,%PDF-1.7,36,36,14,14,2,2,2,7,0,2,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,0
0.2.7,../../dataset/AllPDF/zx_benign_pdf/md5_85aaf9236e3f6605abd4b3448c2e0ee9_61439,%PDF-1.3,10,10,2,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,0
0.2.7,../../dataset/AllPDF/zx_benign_pdf/md5_86e2cb96f59e24c883b6974a9ca706b1_91359,%PDF-1.7 ,33,33,9,7,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,0
0.2.7,../../dataset/AllPDF/zx_benign_pdf/md5_90dad9ff4dbff778834a7f2c98e62c41_178606,%PDF-1.4,21,21,10,10,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,0
0.2.7,../../dataset/AllPDF/zx_benign_pdf/md5_95b86d41b7181771fb3a269074ff04ca_51866,%PDF-1.4,20,20,9,9,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,0
0.2.7,../../dataset/AllPDF/zx_benign_pdf/md5_96eeb15b588795c32d30c69ed40fb457_95044,%PDF-1.4,27,27,8,8,1,1,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,0
0.2.7,../../dataset/AllPDF/zx_benign_pdf/md5_98ac9a637177ec78c05f394d6af894b1_6807,%PDF-1.4,11,11,5,5,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,0
0.2.7,../../dataset/AllPDF/zx_benign_pdf/md5_98f5fac1fb38cb779db1c1af6bc93c0d_156000,%PDF-1.4,69,69,23,23,2,2,2,7,0,0,0,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,0
0.2.7,../../dataset/AllPDF/zx_benign_pdf/md5_138b9257f29164ce893f49d441321cc0_36852,%PDF-1.6,20,20,2,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,0
0.2.7,../../dataset/AllPDF/zx_benign_pdf/md5_161b311f74a0778e375de992973ff9ec_6275,%PDF-1.5,13,13,3,3,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,0
0.2.7,../../dataset/AllPDF/zx_benign_pdf/md5_214d07644be5754ced75b9b8a5530cb6_97880,%PDF-1.3 ,44,44,13,8,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,0
0.2.7,../../dataset/AllPDF/zx_benign_pdf/md5_238d3daf0e34b3190b466105bb1292aa_122998,%PDF-1.4,122,122,66,66,4,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,0
0.2.7,../../dataset/AllPDF/zx_benign_pdf/md5_276b4b550f5cf9a12628347785b1e676_584829,%PDF-1.7,42,42,25,25,1,1,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,0
0.2.7,../../dataset/AllPDF/zx_benign_pdf/md5_0295bb4551fb33c0796aef895043535c_82654,%PDF-1.3 ,29,29,9,9,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,0
0.2.7,../../dataset/AllPDF/zx_benign_pdf/md5_0326e12ba18b53e7873c7470536e7f26_357400,%PDF-1.3,6,6,2,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,0
0.2.7,../../dataset/AllPDF/zx_benign_pdf/md5_353d4a4ec30d420efebfc231d19f0232_233685,%PDF-1.7,34,33,10,10,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,0
0.2.7,../../dataset/AllPDF/zx_benign_pdf/md5_435ed67939123cb658345ee8b89f6474_20256,%PDF-1.4,36,36,8,4,1,1,1,5,0,0,0,0,0,1,0,0,0,0,0,0,0,,,,,,,,,,,,,,0
0.2.7,../../dataset/AllPDF/zx_benign_pdf/md5_445c240450c825bb0b9685529d179aea_143219,%PDF-1.7 ,33,33,9,8,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,0
0.2.7,../../dataset/AllPDF/zx_benign_pdf/md5_466a9d5f6fbf58ff1bdaf329047f7ae1_255884,%PDF-1.5,32,32,11,11,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,,,,,,,,,,,,,,0
0.2.7,../../dataset/AllPDF/zx_benign_pdf/md5_474afa551f7c8a066f5661e1bf69b0cd_286335,%PDF-1.4,261,261,144,144,1,1,1,18,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,0
0.2.7,../../dataset/AllPDF/zx_benign_pdf/md5_486e0934f2471c60e1db047a6096b211_726129,%PDF-1.7,9,9,3,3,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,,,,,,,,,,,,,,0
0.2.7,../../dataset/AllPDF/zx_benign_pdf/md5_515a657c8a0a156bb3543aaed11d690b_86090,%PDF-1.3,18,18,8,8,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,0
0.2.7,../../dataset/AllPDF/zx_benign_pdf/md5_538c453ccc6e91ecff7322c02f96b9aa_141102,%PDF-1.7 ,33,33,9,9,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,0
0.2.7,../../dataset/AllPDF/zx_benign_pdf/md5_559adc8b99de5668e835276a2897411c_50783,%PDF-1.4,20,20,9,9,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,0
0.2.7,../../dataset/AllPDF/zx_benign_pdf/md5_0606de0d68b378eb3c36410b169f4535_13498,%PDF-1.3,16,16,2,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,0
0.2.7,../../dataset/AllPDF/zx_benign_pdf/md5_631dae5223fa256e2952601e21be00c1_229922,%PDF-1.7,27,27,24,24,0,0,2,1,0,2,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,0
0.2.7,../../dataset/AllPDF/zx_benign_pdf/md5_648eb48c48301a1f4d138e3cef710e53_120558,%PDF-1.5,28,28,7,7,2,2,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,0
0.2.7,../../dataset/AllPDF/zx_benign_pdf/md5_685f41e5cf94374005089d61fcdce874_103086,%PDF-1.4,37,37,8,8,1,1,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,0
0.2.7,../../dataset/AllPDF/zx_benign_pdf/md5_729f54df85d33b5d6b9741d989e36135_6211840,%PDF-1.4,216,216,183,183,1,1,1,13,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,0
0.2.7,../../dataset/AllPDF/zx_benign_pdf/md5_778d0e8308b3a530a73caa9e0d357688_6860317,%PDF-1.3,104,104,27,27,1,1,1,9,0,0,1,0,2,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,0
0.2.7,../../dataset/AllPDF/zx_benign_pdf/md5_794c141241e23e092bcf208f13b74d07_23078,%PDF-1.2,15,15,4,4,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,0
0.2.7,../../dataset/AllPDF/zx_benign_pdf/md5_0814aa664f76b4d2d59426d0af028a32_23895,%PDF-1.7,13,13,4,4,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,,,,,,,,,,,,,,0
0.2.7,../../dataset/AllPDF/zx_benign_pdf/md5_826f247b2a9565536b86eb2022353d39_454224,%PDF-1.5,114,114,48,48,2,2,2,21,0,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,0
0.2.7,../../dataset/AllPDF/zx_benign_pdf/md5_0857dbb36a8cc5fa573a11d1907fad2b_78571,%PDF-1.7,35,35,17,17,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,0
0.2.7,../../dataset/AllPDF/zx_benign_pdf/md5_872eaef1ade4c5b9cbf977811514fcda_121087,%PDF-1.5,28,28,7,7,2,2,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,0
0.2.7,../../dataset/AllPDF/zx_benign_pdf/md5_0901f806638d06d25148ac249156323e_100842,%PDF-1.4,28,28,12,12,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,0
0.2.7,../../dataset/AllPDF/zx_benign_pdf/md5_943aa8411da8b5dc3ef6f38065c77010_131077,%PDF-1.4,24,24,13,13,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,0
0.2.7,../../dataset/AllPDF/zx_benign_pdf/md5_997fb9e876b4763083373e3849cdb290_120560,%PDF-1.5,28,28,7,7,2,2,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,0
0.2.7,../../dataset/AllPDF/zx_benign_pdf/md5_1244b42fe47f3487d6c04d71a4c6571e_162502,%PDF-1.5,20,20,8,8,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,0
0.2.7,../../dataset/AllPDF/zx_benign_pdf/md5_1778b82262212caaf0827bf4b5164613_1685930,%PDF-1.4,6,6,2,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,0
0.2.7,../../dataset/AllPDF/zx_benign_pdf/md5_2223da692fd367bc5cdbc1111db0c636_6212,%PDF-1.3,11,11,3,3,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,0
0.2.7,../../dataset/AllPDF/zx_benign_pdf/md5_2642bee34d9cb44eae9d7de007ffadc6_460983,%PDF-1.3,144,144,53,53,3,3,3,7,0,0,0,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,0
0.2.7,../../dataset/AllPDF/zx_benign_pdf/md5_3173fc84b29c642f3307d52199f487a2_78336,%PDF-1.7,35,35,17,17,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,0
0.2.7,../../dataset/AllPDF/zx_benign_pdf/md5_3911e282deb7cb6cb9661d07fd021905_32178,%PDF-1.4,23,23,9,9,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,0
0.2.7,../../dataset/AllPDF/zx_benign_pdf/md5_4248b02887652a7a696481dfaf86ff1b_87350,%PDF-1.4,26,26,11,11,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,0
0.2.7,../../dataset/AllPDF/zx_benign_pdf/md5_4598b62b19545c97a428fc4bceec21b7_400296,%PDF-1.4,89,89,29,29,1,1,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,0
0.2.7,../../dataset/AllPDF/zx_benign_pdf/md5_5403ce2f8f0ec1c476f0ad304afdad43_69389,%PDF-1.4,26,26,8,8,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,0
0.2.7,../../dataset/AllPDF/zx_benign_pdf/md5_5834a576307a1406f4b1473c85054ce2_151436,%PDF-1.5,93,93,35,34,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,0
0.2.7,../../dataset/AllPDF/zx_benign_pdf/md5_6569a7ee6616631befe6b257c3350822_407496,%PDF-1.4,8,8,2,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,0
0.2.7,../../dataset/AllPDF/zx_benign_pdf/md5_7595d522244c86be3971b41d6ffca4f1_77914,%PDF-1.4,91,91,42,42,1,1,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,,,,,,,,,,,,,,0
0.2.7,../../dataset/AllPDF/zx_benign_pdf/md5_8732db4909a99737cb98df3ee808ddad_542012,%PDF-1.4,51,51,19,19,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,0
0.2.7,../../dataset/AllPDF/zx_benign_pdf/md5_9691bb9ca43c5b784665b283e6a7a333_5141034,%PDF-1.4,58,58,22,22,1,1,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,0
0.2.7,../../dataset/AllPDF/zx_benign_pdf/md5_12034d7543b78e50a79d8c38924d667b_138079,%PDF-1.5,18,18,16,16,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,0
0.2.7,../../dataset/AllPDF/zx_benign_pdf/md5_26943bbfa866aa132d53fee745f39d99_105008,%PDF-1.3,10,10,2,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,0
0.2.7,../../dataset/AllPDF/zx_benign_pdf/md5_35594c8f7ee6faa2c7fc26770ee54646_188397,%PDF-1.5,37,37,33,33,0,0,1,2,0,6,0,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,0
0.2.7,../../dataset/AllPDF/zx_benign_pdf/md5_43147a0c351aa7dbe6ea83e295624086_443974,%PDF-1.4,7,7,2,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,0
0.2.7,../../dataset/AllPDF/zx_benign_pdf/md5_48208c99d547928c81c0d05e6bea6d22_64501,%PDF-1.3,46,46,8,8,1,1,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,0
0.2.7,../../dataset/AllPDF/zx_benign_pdf/md5_52177ed40fd8e7445f24b1720f39e3ef_32090,%PDF-1.4,12,12,2,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,0
0.2.7,../../dataset/AllPDF/zx_benign_pdf/md5_58968ee31f2090c9637eeb1b2f39f2b4_107014,%PDF-1.4,13,13,4,4,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,0
0.2.7,../../dataset/AllPDF/zx_benign_pdf/md5_62972a2659385913cb9e0fcc2c8e0c20_618683,%PDF-1.7,32,32,9,9,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,0
0.2.7,../../dataset/AllPDF/zx_benign_pdf/md5_76460c53ff7c49b05424318048aaa056_80891,%PDF-1.4,23,23,7,7,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,0
0.2.7,../../dataset/AllPDF/zx_benign_pdf/md5_89615e72634b094aa65d533061612e81_148984,%PDF-1.7 ,33,33,9,8,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,0
0.2.7,../../dataset/AllPDF/zx_benign_pdf/md5_160927e333930eb0ae6cf2568b4eba84_1664218,%PDF-1.7,12,12,9,9,0,0,2,1,0,3,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,0
0.2.7,../../dataset/AllPDF/zx_benign_pdf/md5_284093c434f4fe4342438f2cbc207ef7_204355,%PDF-1.4,86,86,28,28,1,1,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,0
0.2.7,../../dataset/AllPDF/zx_benign_pdf/md5_472692ab2306527051941bb1fc18063c_256932,%PDF-1.7,40,39,12,12,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,0
0.2.7,../../dataset/AllPDF/zx_benign_pdf/md5_582892e70d1c387744361d157e0290e8_3338154,%PDF-1.5,20,20,16,16,0,0,2,2,0,4,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,0
0.2.7,../../dataset/AllPDF/zx_benign_pdf/md5_655579a3f8ac8d2b02454c812b67e8eb_872762,%PDF-1.7,31,31,11,11,1,1,1,1,0,0,1,2,0,1,0,0,0,0,0,0,0,,,,,,,,,,,,,,0
0.2.7,../../dataset/AllPDF/zx_benign_pdf/md5_786850a84c2623741740a32a998b299c_52054,%PDF-1.4,20,20,9,9,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,0
0.2.7,../../dataset/AllPDF/zx_benign_pdf/md5_854979ca7b54d03fadda7a0cc6fe29e6_144762,%PDF-1.4,82,82,79,79,0,0,2,0,0,2,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,0
0.2.7,../../dataset/AllPDF/zx_benign_pdf/md5_927457f6e9651094eb78b8f8f82752f9_122051,%PDF-1.5,28,28,7,7,2,2,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,0
0.2.7,../../dataset/AllPDF/zx_benign_pdf/md5_2035345b5fd24a99de4f1bd74eb3dfd9_85666,%PDF-1.4,27,27,12,12,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,0
0.2.7,../../dataset/AllPDF/zx_benign_pdf/md5_04736354ce2fcf513de9f3b74e2d285a_6239,%PDF-1.3,11,11,3,3,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,0
0.2.7,../../dataset/AllPDF/zx_benign_pdf/md5_9316610db5c00d0c5fb34bac643e04e5_12518,%PDF-1.4,16,16,3,3,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,0
0.2.7,../../dataset/AllPDF/zx_benign_pdf/md5_18715263d71f900de60fa26ec6b96129_124019,%PDF-1.3 ,29,29,9,8,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,0
0.2.7,../../dataset/AllPDF/zx_benign_pdf/md5_40294807f8dc767d4c09ab4537051a1c_187715,%PDF-1.7,18,18,15,15,0,0,2,1,0,3,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,0
0.2.7,../../dataset/AllPDF/zx_benign_pdf/md5_053481081f546ac3a0bc870832dc1833_121134,%PDF-1.5,28,28,7,7,2,2,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,0
0.2.7,../../dataset/AllPDF/zx_benign_pdf/md5_077950313d0c086fba333e39f96c4c8e_561444,%PDF-1.4,590,590,38,38,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,0
0.2.7,../../dataset/AllPDF/zx_benign_pdf/md5_92538691de665dca5c36b1466555bb00_56913,%PDF-1.4,22,22,10,10,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,0
0.2.7,../../dataset/AllPDF/zx_benign_pdf/md5_04184993384a4b5150a995f773a2fb69_121549,%PDF-1.5,28,28,7,7,2,2,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,0
0.2.7,../../dataset/AllPDF/zx_benign_pdf/md5_a0a72c640638e3b6a70baff483bef17d_315349,%PDF-1.4,7,7,2,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,0
0.2.7,../../dataset/AllPDF/zx_benign_pdf/md5_a0f4dcd0c5407b352176f0766fbba30a_121036,%PDF-1.5,28,28,7,7,2,2,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,0
0.2.7,../../dataset/AllPDF/zx_benign_pdf/md5_a3a8296d71470f78e9f5339867e3d923_574243,%PDF-1.4,1020,1020,139,139,5,5,5,26,0,0,0,0,0,1,0,0,0,0,0,0,0,,,,,,,,,,,,,,0
0.2.7,../../dataset/AllPDF/zx_benign_pdf/md5_a5fd943bc426867092994780f384a3eb_121071,%PDF-1.5,28,28,7,7,2,2,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,0
0.2.7,../../dataset/AllPDF/zx_benign_pdf/md5_a6e4989254c05441c38ee9f8876f7152_374728,%PDF-1.4,36,36,10,10,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,0
0.2.7,../../dataset/AllPDF/zx_benign_pdf/md5_a17d34949b02ddb6ffc92c0deaad4cf4_58015,%PDF-1.4,20,20,9,9,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,0
0.2.7,../../dataset/AllPDF/zx_benign_pdf/md5_a69e332b9c8c31e5b1ce2518e3230d8b_28804,%PDF-1.4,18,18,6,6,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,,,,,,,,,,,,,,0
0.2.7,../../dataset/AllPDF/zx_benign_pdf/md5_a86e12e8c790c20393839b916cf1c192_56829,%PDF-1.3,11,11,2,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,0
0.2.7,../../dataset/AllPDF/zx_benign_pdf/md5_a409ae80191e20400e01cb8fab0af54e_87921,%PDF-1.4,26,26,11,11,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,0
0.2.7,../../dataset/AllPDF/zx_benign_pdf/md5_a795bb5880b2dc6652a875a1c733f088_166872,%PDF-1.7,42,42,28,28,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,0
0.2.7,../../dataset/AllPDF/zx_benign_pdf/md5_a16657ac00f306b97db324a83c7ded7d_118395,%PDF-1.4,32,32,10,10,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,0
0.2.7,../../dataset/AllPDF/zx_benign_pdf/md5_a463652a22815dc98825d4ea32385bde_117492,%PDF-1.5,29,29,26,26,0,0,2,1,0,4,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,0
0.2.7,../../dataset/AllPDF/zx_benign_pdf/md5_ab0e53da8f33ab706428aeda981e5fd5_99044,%PDF-1.3 ,49,49,14,9,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,0
0.2.7,../../dataset/AllPDF/zx_benign_pdf/md5_ab953e59f9331fdecf1c54baeee35a59_4844,%PDF-1.4,10,10,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,0
0.2.7,../../dataset/AllPDF/zx_benign_pdf/md5_ac596e7828a7eb7c93c698fc8c0d7d7a_235627,%PDF-1.7,34,33,10,10,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,0
0.2.7,../../dataset/AllPDF/zx_benign_pdf/md5_acf0da64b764fee774e3d46181f3c0b5_6352,%PDF-1.4,16,16,3,3,1,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,0
0.2.7,../../dataset/AllPDF/zx_benign_pdf/md5_ad2ef522f76ab5bef11b8eb7df65f157_51350,%PDF-1.4,20,20,9,9,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,0
0.2.7,../../dataset/AllPDF/zx_benign_pdf/md5_ae3db79c9e94c873a38cd67dc2057fc7_392376,%PDF-1.5,947,947,937,937,0,0,2,8,0,12,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,0
